OldTrueMajor,NewMajorNo,NewMajorName,NewSub,Action,Note
"XXIV. Medical Anthropology (Illness Experience)","II","Medical Anthropology & Cultural Models","B. Illness Experience, Meaning & Suffering",remap,"Embodied Suffering. Singleton; merged."
"LXII. Medical Anthropology (Suffering)","II","Medical Anthropology & Cultural Models","B. Illness Experience, Meaning & Suffering",remap,"Experience of Suffering. Singleton; merged."
"XXXV. Global Health (Social Theory)","II","Medical Anthropology & Cultural Models","B. Illness Experience, Meaning & Suffering",remap,"Social Suffering. Singleton; merged into suffering sub."
"CXXIV. Medical Anthropology (Illness Management)","II","Medical Anthropology & Cultural Models","B. Illness Experience, Meaning & Suffering",remap,"Illness Management (Anthropological). High-number singleton; merged."
"XXXIX. Medical Anthropology (Therapeutic Process)","II","Medical Anthropology & Cultural Models","B. Illness Experience, Meaning & Suffering",remap,"Therapeutic Emplotment. Singleton; merged."
"LIII. Medical Anthropology (Global Health)","II","Medical Anthropology & Cultural Models","C. Critical & Political Medical Anthropology",remap,"Critical Medical Anthropology. Singleton; merged."
"LXXV. Medical Anthropology (Health Inequalities)","II","Medical Anthropology & Cultural Models","C. Critical & Political Medical Anthropology",remap,"Structural Violence (Medical). Singleton; merged."
"CII. Medical Anthropology (Global Health Interventions)","II","Medical Anthropology & Cultural Models","C. Critical & Political Medical Anthropology",remap,"Humanitarianism and Health. High-number singleton; merged."
"XCI. Medical Anthropology (Global Health Ethics)","II","Medical Anthropology & Cultural Models","C. Critical & Political Medical Anthropology",remap,"Global Health Ethics (Anthropological). Singleton; merged."
"CXXIX. Medical Anthropology (Globalization)","II","Medical Anthropology & Cultural Models","C. Critical & Political Medical Anthropology",remap,"Global Health Governance (Anthropological). High-number singleton; merged."
"LXX. Medical Anthropology (Technoscience)","II","Medical Anthropology & Cultural Models","D. Pharmaceuticals, Technoscience & Epidemics",remap,"Medical Technoscience. Singleton; merged."
"CVII. Medical Anthropology (Pharmacology)","II","Medical Anthropology & Cultural Models","D. Pharmaceuticals, Technoscience & Epidemics",remap,"Pharmaceutical Anthropology. High-number singleton; merged."
"LIX. Medical Anthropology (Epidemics)","II","Medical Anthropology & Cultural Models","D. Pharmaceuticals, Technoscience & Epidemics",remap,"Cultural Responses to Epidemics. Singleton; merged."
"CXIII. Medical Anthropology (Epidemiology)","II","Medical Anthropology & Cultural Models","D. Pharmaceuticals, Technoscience & Epidemics",remap,"Syndemics. High-number singleton; merged."
"XLIII. Medical Anthropology (Body)","II","Medical Anthropology & Cultural Models","E. Body & Embodiment (Anthropological)",remap,"Lived Body. Singleton; merged."
"XXIII. Anthropology of the Body","II","Medical Anthropology & Cultural Models","E. Body & Embodiment (Anthropological)",remap,"Culturally Shaped Body. Singleton; merged."
"XXXI. Anthropology of Mental Illness","II","Medical Anthropology & Cultural Models","F. Cultural Psychiatry (Anthropological)",remap,"Culture-Bound Syndromes (Anthropology). Singleton; merged."
"III. Public Health","III","Public Health & Social Epidemiology","A. Health Behavior Models",keep,"Backbone root. Social capital, health belief model, planned behavior, epidemiological transition."
"III. Public Health & Social Epidemiology","III","Public Health & Social Epidemiology","B. Social Epidemiology & Ecological Models",relabel,"Social Ecological Model of Health. Folded into public health backbone."
"XI. Public Health","III","Public Health & Social Epidemiology","E. Health Literacy & Participatory Research",merge,"Duplicate Roman numeral. Health Literacy, CBPR. Merged."
"XI. Public Health & Behavior Change (Advanced)","III","Public Health & Social Epidemiology","A. Health Behavior Models",merge,"Duplicate Roman numeral. Health Communication. Merged into behavior models."
"XXXII. Health Behavior Change Theories (Social)","III","Public Health & Social Epidemiology","A. Health Behavior Models",remap,"Transtheoretical Model / Stages of Change. Singleton; merged."
"XLVIII. Public Health (Behavioral Insights)","III","Public Health & Social Epidemiology","A. Health Behavior Models",remap,"Nudge Theory. Singleton; merged."
"CXVI. Public Health (Behavioral Insights)","III","Public Health & Social Epidemiology","A. Health Behavior Models",remap,"Choice Architecture. High-number singleton duplicate label; merged."
"LX. Public Health (Behavioral Economics)","III","Public Health & Social Epidemiology","A. Health Behavior Models",remap,"Behavioral Public Health. Singleton; merged."
"CXIX. Public Health (Social Marketing)","III","Public Health & Social Epidemiology","A. Health Behavior Models",remap,"Behavioral Economics in Public Health. High-number singleton; merged."
"CXXX. Public Health (Health Policy)","III","Public Health & Social Epidemiology","A. Health Behavior Models",remap,"Health Policy Analysis (Behavioral). High-number singleton; merged."
"C. Public Health (Social Norms)","III","Public Health & Social Epidemiology","A. Health Behavior Models",remap,"Social Norms Approach. Singleton; merged."
"XCVI. Public Health (Social Marketing)","III","Public Health & Social Epidemiology","A. Health Behavior Models",remap,"Social Marketing (Health). Singleton duplicate label; merged."
"XXXVIII. Critical Epidemiology","III","Public Health & Social Epidemiology","B. Social Epidemiology & Ecological Models",remap,"Social Production of Disease. Singleton; merged."
"CIII. Public Health (Systems Thinking)","III","Public Health & Social Epidemiology","B. Social Epidemiology & Ecological Models",remap,"Systems Thinking in Public Health. High-number singleton; merged."
"XCII. Public Health (Urban Health)","III","Public Health & Social Epidemiology","B. Social Epidemiology & Ecological Models",remap,"Urban Health. Singleton; merged."
"XXV. Public Health (Inequality)","III","Public Health & Social Epidemiology","C. Health Equity & Social Justice",remap,"Health Equity. Singleton; merged."
"LXVIII. Public Health (Ethics of Equity)","III","Public Health & Social Epidemiology","C. Health Equity & Social Justice",remap,"Health Equity Frameworks. Singleton; merged."
"XLI. Public Health (Ethics)","III","Public Health & Social Epidemiology","C. Health Equity & Social Justice",remap,"Social Justice in Public Health. Singleton; merged."
"XIV. Environmental Health & Society","III","Public Health & Social Epidemiology","D. Environmental & Climate Health",relabel,"Environmental Justice (Health). Folded into public health backbone."
"XIV. Environmental Health","III","Public Health & Social Epidemiology","D. Environmental & Climate Health",merge,"Duplicate Roman numeral. Climate Change and Health. Merged."
"XLVI. Medical Humanities (Literature & Film)","IV","Critical Medical Humanities","A. Narrative Medicine & Illness Narratives",remap,"Illness Narratives in Literature. Singleton; merged."
"CXXV. Public Health (Health in All Policies)","III","Public Health & Social Epidemiology","F. Health Policy & Governance",remap,"Health in All Policies (HiAP). High-number singleton; merged."
"XXXVII. Sociology of Public Health","III","Public Health & Social Epidemiology","F. Health Policy & Governance",remap,"Public Health Infrastructure. Singleton; merged."
"LXXXVI. Public Health (Health Promotion Models)","III","Public Health & Social Epidemiology","G. Health Promotion",remap,"PRECEDE-PROCEED Model. Singleton; merged."
"LXIII. Public Health (Health Promotion)","III","Public Health & Social Epidemiology","G. Health Promotion",remap,"Health Promotion Theory. Singleton; merged."
"CVIII. Public Health (Narrative)","III","Public Health & Social Epidemiology","H. Health Communication",remap,"Public Health Narratives. High-number singleton; merged."
"CXII. Public Health (Health Communication)","III","Public Health & Social Epidemiology","H. Health Communication",remap,"Message Framing. High-number singleton; merged."
"CXXII. Public Health (Crisis Communication)","III","Public Health & Social Epidemiology","H. Health Communication",remap,"Crisis and Emergency Risk Communication (CERC). High-number singleton; merged."
"XXXIII. Public Health Communication","III","Public Health & Social Epidemiology","H. Health Communication",remap,"Health Risk Communication. Singleton; merged."
"LXXXI. Public Health (Policy Ethics)","III","Public Health & Social Epidemiology","F. Health Policy & Governance",remap,"Harm Reduction. Singleton; merged into policy/governance."
"IV. Critical Medical Humanities","IV","Critical Medical Humanities","B. Graphic & Visual Medicine",keep,"Backbone root. Graphic medicine, stigma & health, biopolitics of health."
"IV. Critical Medical Humanities & Cultural Approaches to Disease","IV","Critical Medical Humanities","A. Narrative Medicine & Illness Narratives",relabel,"Narrative Medicine. Folded into humanities backbone."
"XV. Medical Humanities (Broader)","IV","Critical Medical Humanities","C. Critical Medical Humanities (General)",merge,"Critical Medical Humanities (duplicate concept). Merged."
"CV. Medical Humanities (Visual Culture)","IV","Critical Medical Humanities","B. Graphic & Visual Medicine",remap,"Visual Pathology. High-number singleton; merged."
"LXV. Medical Humanities (Visual Arts)","IV","Critical Medical Humanities","B. Graphic & Visual Medicine",remap,"Visual Culture of Medicine. Singleton; merged."
"CXXVII. Medical Humanities (Visual Storytelling)","IV","Critical Medical Humanities","B. Graphic & Visual Medicine",remap,"Visual Storytelling in Medicine. High-number singleton; merged."
"LXXII. Medical Humanities (Performing Arts)","IV","Critical Medical Humanities","D. Arts, Performance & Healing",remap,"Performance of Illness. Singleton; merged."
"CX. Medical Humanities (Performing Arts)","IV","Critical Medical Humanities","D. Arts, Performance & Healing",remap,"Drama Therapy in Health. High-number singleton duplicate label; merged."
"LXXXV. Medical Humanities (Performance)","IV","Critical Medical Humanities","D. Arts, Performance & Healing",remap,"Performance Studies in Medicine. Singleton; merged."
"LXXVIII. Medical Humanities (Art & Healing)","IV","Critical Medical Humanities","D. Arts, Performance & Healing",remap,"Arts and Health. Singleton; merged."
"LXXXIX. Medical Humanities (Empathy)","IV","Critical Medical Humanities","E. Empathy & Narrative Ethics",remap,"Empathy in Medicine. Singleton; merged."
"XCIV. Medical Humanities (History)","IV","Critical Medical Humanities","F. Cultural History of Disease",remap,"History of Disease (Cultural). Singleton; merged."
"XCIX. Medical Humanities (Disability)","IV","Critical Medical Humanities","G. Disability & Aging in Humanities",remap,"Disability as Culture. Singleton; merged."
"CXXI. Medical Humanities (Disability Narratives)","IV","Critical Medical Humanities","G. Disability & Aging in Humanities",remap,"Disability Narratives. High-number singleton; merged."
"CXV. Medical Humanities (Aging)","IV","Critical Medical Humanities","G. Disability & Aging in Humanities",remap,"Culture of Aging. High-number singleton; merged."
"V. Psychology of Health","V","Psychology of Health & Illness","A. Health Behavior & Self-Regulation",keep,"Backbone root. Self-regulation, stress & coping, social cognitive theory, health locus of control."
"V. Psychology of Health & Illness (Socio-Cultural Context)","V","Psychology of Health & Illness","B. Illness Behavior & Socio-Cultural Context",relabel,"Illness Behavior. Folded into health psychology backbone."
"LI. Health Psychology (Motivation)","V","Psychology of Health & Illness","A. Health Behavior & Self-Regulation",remap,"Self-Determination Theory. Singleton; merged."
"XXI. Health Psychology (Social Influences)","V","Psychology of Health & Illness","C. Social Support & Influences",remap,"Social Support Theory. Singleton; merged."
"VII. Psychiatry","VI","Psychiatry & Mental Health","A. Sociocultural & Critical Psychiatry",keep,"Backbone root. Labeling, expressed emotion, cultural formulation, cultural syndromes."
"VII. Psychiatry & Mental Health (Sociocultural Models)","VI","Psychiatry & Mental Health","A. Sociocultural & Critical Psychiatry",relabel,"Social Psychiatry. Folded into psychiatry backbone."
"LXXVI. Psychiatry (Critical Approaches)","VI","Psychiatry & Mental Health","A. Sociocultural & Critical Psychiatry",remap,"Anti-Psychiatry Movement. Singleton; merged."
"XLIV. Sociology of Mental Health","VI","Psychiatry & Mental Health","B. Deinstitutionalization & Recovery",remap,"Deinstitutionalization. Singleton; merged."
"XCIII. Sociology of Mental Health (Recovery)","VI","Psychiatry & Mental Health","B. Deinstitutionalization & Recovery",remap,"Recovery Model. Singleton; merged."
"CIV. Sociology of Mental Illness (Recovery)","VI","Psychiatry & Mental Health","B. Deinstitutionalization & Recovery",remap,"Social Model of Recovery. High-number singleton; merged."
"LXXVII. Sociology of Mental Health (Social Networks)","VI","Psychiatry & Mental Health","C. Social Networks & Stigma (Mental Health)",remap,"Social Networks and Mental Health. Singleton; merged."
"CXIV. Sociology of Mental Health (Social Stigma)","VI","Psychiatry & Mental Health","C. Social Networks & Stigma (Mental Health)",remap,"Stigma of Mental Illness. High-number singleton; merged."
"XIII. Global Mental Health","VI","Psychiatry & Mental Health","D. Global & Decolonial Mental Health",remap,"Decolonizing Global Mental Health. Singleton; merged."
"IX. Disability Studies in Medicine","VII","Body, Embodiment & Disability","A. Social & Medical Models of Disability",keep,"Backbone root. Social model of disability, ableism in medicine."
"XX. Critical Disability Studies (Medical Context)","VII","Body, Embodiment & Disability","A. Social & Medical Models of Disability",remap,"Medical Model of Disability (Critical). Singleton; merged."
"LII. Sociology of Disability (Intersection)","VII","Body, Embodiment & Disability","A. Social & Medical Models of Disability",remap,"Intersectionality of Disability. Singleton; merged."
"LXXXVII. Sociology of the Body (Disability)","VII","Body, Embodiment & Disability","A. Social & Medical Models of Disability",remap,"Body Norms and Disability. Singleton; merged."
"XII. Sociology of the Body in Medicine","VII","Body, Embodiment & Disability","B. Embodiment & Biocitizenship",keep,"Embodied illness, normalization, biocitizenship. Anchors embodiment sub."
"XLVII. Sociology of the Body (Medical)","VII","Body, Embodiment & Disability","C. Body as Capital & Commodity",remap,"Body as Capital. Singleton; merged."
"CI. Sociology of the Body (Commodity)","VII","Body, Embodiment & Disability","C. Body as Capital & Commodity",remap,"Commodity Body. High-number singleton; merged."
"CXXVIII. Sociology of Organ Transplantation (Ethical)","VII","Body, Embodiment & Disability","C. Body as Capital & Commodity",remap,"Commodification of Organs. High-number singleton; merged."
"LXXXII. Sociology of Organ Transplantation","VII","Body, Embodiment & Disability","C. Body as Capital & Commodity",remap,"Organ Donation & Society. Singleton; merged."
"X. Medical Ethics","VIII","Medical Ethics & Bioethics","A. Principlism & Bioethical Debate",keep,"Backbone root. Narrative ethics (medicine)."
"X. Medical Ethics (Sociocultural Context)","VIII","Medical Ethics & Bioethics","A. Principlism & Bioethical Debate",merge,"Duplicate Roman numeral. Principlism (Cultural Critique). Merged."
"XVI. Public Health Ethics","VIII","Medical Ethics & Bioethics","B. Public Health & Population Ethics",remap,"Ethics of Public Health Interventions. Singleton; merged."
"LIV. Public Health (Ethics of Intervention)","VIII","Medical Ethics & Bioethics","B. Public Health & Population Ethics",remap,"Population Ethics. Singleton; merged."
"XXVI. Sociology of Bioethics","VIII","Medical Ethics & Bioethics","C. Sociology of Bioethics",remap,"Bioethical Debates (Sociological). Singleton; merged."
"XL. Sociology of Bioethics (Patient Experience)","VIII","Medical Ethics & Bioethics","C. Sociology of Bioethics",remap,"Patient Autonomy (Sociological). Singleton; merged."
"LVII. Medical Humanities (Bioethics)","VIII","Medical Ethics & Bioethics","D. Narrative & Care Ethics",remap,"Narrative Bioethics. Singleton; merged."
"XXIX. Medical Humanities (Narrative & Ethics)","VIII","Medical Ethics & Bioethics","D. Narrative & Care Ethics",remap,"Ethics of Care (Medical). Singleton; merged."
"VI. Global Health","IX","Global Health & Postcolonial Medicine","A. Critical & Postcolonial Global Health",keep,"Backbone root. Social justice in health, critical global health."
"VI. Global Health & Postcolonial Medicine","IX","Global Health & Postcolonial Medicine","A. Critical & Postcolonial Global Health",relabel,"Postcolonial Health. Folded into global health backbone."
"XLV. Global Health (Political Economy)","IX","Global Health & Postcolonial Medicine","B. Political Economy & Social Protection",remap,"Political Economy of Health. Singleton; merged."
"LXXXVIII. Global Health (Social Protection)","IX","Global Health & Postcolonial Medicine","B. Political Economy & Social Protection",remap,"Health and Social Protection. Singleton; merged."
"LVI. Medical History (Social)","X","History of Medicine & Science Studies","A. Social History of Medicine",remap,"Social History of Medicine. Singleton; promoted to history backbone."
"LV. Sociology of Genetics & Society","X","History of Medicine & Science Studies","B. Genetics, Genomics & Society",remap,"Geneticization. Singleton; merged into science studies."
"XVII. Sociology of Genetics & Genomics","X","History of Medicine & Science Studies","B. Genetics, Genomics & Society",remap,"Social Implications of Genomics. Singleton; merged."
"LXVI. Sociology of Genetics (Identity)","X","History of Medicine & Science Studies","B. Genetics, Genomics & Society",remap,"Genetic Identity. Singleton; merged."
"LXXXIV. Sociology of Genetics (Stigma)","X","History of Medicine & Science Studies","B. Genetics, Genomics & Society",remap,"Genetic Stigma. Singleton; merged."
"LXIX. Sociology of Complementary & Alternative Medicine (CAM)","X","History of Medicine & Science Studies","C. Complementary & Alternative Medicine",remap,"CAM Usage. Singleton; merged."
"XXXVI. Medical Education (Sociocultural)","X","History of Medicine & Science Studies","D. Medical Education",remap,"Hidden Curriculum (Medical Education). Singleton; merged."
"CXVII. Sociology of Biomedicine","XI","Biomedicalization & Pharmaceutical Industry","A. Biomedicalization",remap,"Biomedicalization. High-number singleton; promoted to biomedicalization backbone."
"XXVIII. Sociology of the Pharmaceutical Industry","XI","Biomedicalization & Pharmaceutical Industry","B. Pharmaceuticalization & Industry",remap,"Pharmaceuticalization. Singleton; merged."
"LXIV. Sociology of the Pharmaceutical Industry (Medicalization)","XI","Biomedicalization & Pharmaceutical Industry","B. Pharmaceuticalization & Industry",remap,"Disease Mongering. Singleton duplicate; merged."
"XLII. Sociology of Pharmaceuticals","XI","Biomedicalization & Pharmaceutical Industry","B. Pharmaceuticalization & Industry",remap,"Direct-to-Consumer Advertising (DTCA). Singleton; merged."
"VIII. Narrative Gerontology","IV","Critical Medical Humanities","H. Narrative Gerontology & Aging",remap,"Life Review Therapy. Folded into humanities/aging."
"VIII. Narrative Gerontology & Aging","IV","Critical Medical Humanities","H. Narrative Gerontology & Aging",merge,"Duplicate Roman numeral. Narrative Gerontology. Merged."
