OldTrueMajor,NewMajorNo,NewMajorName,NewSub,Action,Note
XVI. Public Art,7,Visual Culture & Media Studies,C. Public Art & Spatial Practice,reclassify,Street art into public-art sub
XVI. Public Art & Urban Space,7,Visual Culture & Media Studies,C. Public Art & Spatial Practice,dedup,Public Art Theory; duplicate Roman-XVI label
LXIII. Public Art (Controversy),7,Visual Culture & Media Studies,C. Public Art & Spatial Practice,merge,Public art controversy folded in
XXXVIII. Public Art (Engagement),7,Visual Culture & Media Studies,C. Public Art & Spatial Practice,merge,Relational aesthetics folded into public/engaged art
IX. Posthumanism,8,Posthumanism & Environmental Arts,A. Posthuman & Bio Art,keep,"Backbone anchor (Anthropocene art, posthuman art, bio art)"
IX. Posthumanism & Environmental Arts,8,Posthumanism & Environmental Arts,A. Posthuman & Bio Art,dedup,Ecocriticism (Arts); duplicate Roman-IX label
LIX. Art and Human Ecology,8,Posthumanism & Environmental Arts,B. Eco-Art & Ecological Aesthetics,merge,Art and ecology folded in
XXXI. Art and Ecology (Deep Dive),8,Posthumanism & Environmental Arts,B. Eco-Art & Ecological Aesthetics,reclassify,Eco-Art into ecological sub
VIII. Anthropology of Art,9,Anthropology & Sociology of Art,A. Anthropology of Art & Ritual,keep,"Backbone anchor (art & ritual, cultural production)"
VIII. Anthropology of Art & Culture,9,Anthropology & Sociology of Art,A. Anthropology of Art & Ritual,dedup,Anthropology of Art; duplicate Roman-VIII label
XII. Cultural Production,9,Anthropology & Sociology of Art,B. Cultural Industries & Production,reclassify,Cultural industries/policy; Bourdieu strand into sociology backbone
XII. Cultural Production & Institutions,9,Anthropology & Sociology of Art,C. Art Markets & Institutions,dedup,Art Market Theory; duplicate Roman-XII label
XXXIX. Museum Studies (Cultural),9,Anthropology & Sociology of Art,C. Art Markets & Institutions,reclassify,Museology into institutions sub
XL. Conservation Ethics (Art),9,Anthropology & Sociology of Art,C. Art Markets & Institutions,merge,Conservation ethics into institutions sub
XXIII. Critical Pedagogy in Arts Education,9,Anthropology & Sociology of Art,B. Cultural Industries & Production,reclassify,Critical arts education into production/institutional sub
X. Critical Race,10,"Race, Gender & Postcolonial Critique of Art",A. Critical Race & Representation,keep,"Backbone anchor (postcolonial art, race & representation)"
X. Critical Race & Postcolonial Approaches to Art,10,"Race, Gender & Postcolonial Critique of Art",B. Postcolonial & Decolonial Art,dedup,Decolonizing Art Theory; duplicate Roman-X label
XI. Feminist,10,"Race, Gender & Postcolonial Critique of Art",C. Feminist & Queer Art,reclassify,Queer Art Theory into feminist/queer sub
XI. Feminist & Queer Approaches to Art,10,"Race, Gender & Postcolonial Critique of Art",C. Feminist & Queer Art,dedup,Feminist Art Criticism; duplicate Roman-XI label
XVIII. Digital Arts,11,"Digital, New Media & AI Arts",A. Algorithmic & Generative Art,keep,Backbone anchor for contemporary digital theory (algorithmic art)
XVIII. Digital Arts & Interactive Media,11,"Digital, New Media & AI Arts",B. Interactive & Immersive Media,dedup,Interactive Art Theory; duplicate Roman-XVIII label
XLVIII. Digital Arts (Participatory),11,"Digital, New Media & AI Arts",B. Interactive & Immersive Media,reclassify,Participatory digital art into interactive sub
LXIX. Digital Arts (Immersive),11,"Digital, New Media & AI Arts",B. Interactive & Immersive Media,merge,Immersive art folded in
LXXX. Digital Arts (AI & Creativity),11,"Digital, New Media & AI Arts",C. AI & Computational Creativity,merge,AI Art Theory into AI sub
XCI. Digital Arts (Generative),11,"Digital, New Media & AI Arts",A. Algorithmic & Generative Art,merge,Generative art folded into algorithmic sub
XXXV. Art and Technology (Interaction),11,"Digital, New Media & AI Arts",B. Interactive & Immersive Media,reclassify,HCI in art into interactive sub
XXII. Digital Humanities (Arts Focus),11,"Digital, New Media & AI Arts",C. AI & Computational Creativity,reclassify,Digital art history/musicology methods into computational sub
XX. Architecture,12,Architecture & the Built Environment,A. Theory & Phenomenology of Space,keep,Backbone anchor (genius loci / spirit of place)
XX. Architecture & Society,12,Architecture & the Built Environment,"B. Architecture, Society & Power",dedup,Architecture as Social Space; duplicate Roman-XX label
XXXVI. Architecture (Sociology),12,Architecture & the Built Environment,"B. Architecture, Society & Power",reclassify,Sociology of architecture into society sub
XLV. Architecture (Behavioral),12,Architecture & the Built Environment,C. Sustainable & Behavioral Architecture,reclassify,Behavioral architecture into sustainable/behavioral sub
LXXVII. Architecture (Behavioral Economics),12,Architecture & the Built Environment,C. Sustainable & Behavioral Architecture,dedup,Behavioral Architecture Theory duplicate of XLV (different number)
LVI. Architecture (Sustainability),12,Architecture & the Built Environment,C. Sustainable & Behavioral Architecture,merge,Sustainable architecture folded in
LXVI. Architecture (Experience),12,Architecture & the Built Environment,A. Theory & Phenomenology of Space,merge,Phenomenological architecture folded in
LXXXVIII. Architecture (Politics),12,Architecture & the Built Environment,"B. Architecture, Society & Power",merge,Architecture and power folded in
XCIX. Architecture (Human Factors),12,Architecture & the Built Environment,C. Sustainable & Behavioral Architecture,merge,Environmental psychology in architecture folded in
XXI. Fashion,13,Fashion & Dress Studies,"A. Dress, Identity & Fashion Systems",keep,Backbone anchor (dress & identity)
XXI. Fashion & Culture,13,Fashion & Dress Studies,"A. Dress, Identity & Fashion Systems",dedup,Fashion Theory; duplicate Roman-XXI label
C. Fashion (Body),13,Fashion & Dress Studies,"A. Dress, Identity & Fashion Systems",reclassify,Fashion and the body into identity/systems sub
LVII. Fashion (Ethical),13,Fashion & Dress Studies,C. Sustainable & Ethical Fashion,merge,Ethical fashion folded in
LXVII. Fashion (Performance),13,Fashion & Dress Studies,B. Fashion as Performance & Spectacle,merge,Fashion as performance folded in
LXXVIII. Fashion (Cultural Production),13,Fashion & Dress Studies,"A. Dress, Identity & Fashion Systems",merge,Fashion system theory folded in
LXXXIX. Fashion (Sustainability),13,Fashion & Dress Studies,C. Sustainable & Ethical Fashion,merge,Circular fashion folded in
XLVI. Fashion (Sustainability),13,Fashion & Dress Studies,C. Sustainable & Ethical Fashion,dedup,Sustainable Fashion Theory duplicate of LXXXIX (different number)
XXXVII. Fashion (Social Psychology),13,Fashion & Dress Studies,"A. Dress, Identity & Fashion Systems",reclassify,Social psychology of fashion into identity sub
XIX. Dance Studies,14,Dance & Embodiment Studies,A. Embodiment & Sociology of Dance,keep,Backbone anchor (embodiment in dance)
XIX. Dance Studies & Embodiment,14,Dance & Embodiment Studies,A. Embodiment & Sociology of Dance,dedup,Sociology of Dance; duplicate Roman-XIX label
XLI. Dance (Politics),14,Dance & Embodiment Studies,"B. Dance, Politics & Society",reclassify,Dance and politics into politics sub
LXV. Dance (Therapy),14,Dance & Embodiment Studies,C. Dance/Movement Therapy,merge,Dance/movement therapy folded in
XIII. Art & Psychology (Applied),15,"Arts in Health, Therapy & Wellbeing",A. Art Therapy & Psychology of Art,keep,"Backbone anchor (art therapy, psychology of aesthetics)"
LVIII. Art Therapy (Specifics),15,"Arts in Health, Therapy & Wellbeing",A. Art Therapy & Psychology of Art,merge,Psychodynamic art therapy folded in
LXXIX. Art Therapy (Specific Populations),15,"Arts in Health, Therapy & Wellbeing",A. Art Therapy & Psychology of Art,merge,Trauma-informed art therapy folded in
XC. Art Therapy (Developmental),15,"Arts in Health, Therapy & Wellbeing",A. Art Therapy & Psychology of Art,merge,Developmental art therapy folded in
XLVII. Arts and Health,15,"Arts in Health, Therapy & Wellbeing",B. Arts in Health & Healthcare,reclassify,Arts in Health into health sub
LXVIII. Arts and Healing,15,"Arts in Health, Therapy & Wellbeing",B. Arts in Health & Healthcare,merge,Arts in healthcare environments folded in
XIV. Art & Memory,15,"Arts in Health, Therapy & Wellbeing","C. Art, Memory, Trauma & Witness",reclassify,"Art & collective memory, trauma & art into memory/trauma sub"
XXIV. Art and Trauma,15,"Arts in Health, Therapy & Wellbeing","C. Art, Memory, Trauma & Witness",reclassify,Art as witness into memory/trauma sub
XXVIII. Art and Human Rights,15,"Arts in Health, Therapy & Wellbeing","C. Art, Memory, Trauma & Witness",reclassify,Art as human-rights advocacy into witness sub
