OldTrueMajor,NewMajorNo,NewMajorName,NewSub,Action,Note
"LXXXIV. Biological Basis of Social Learning (Mirroring)",3,"Neurobiology & Neuroscience","B. Memory & Learning Neuroscience",MERGE,"Embodied simulation; singleton"
"CVI. Biological Basis of Sleep (Functions)",3,"Neurobiology & Neuroscience","B. Memory & Learning Neuroscience",MERGE,"Sleep for memory consolidation; singleton"
"LXV. Neurobiology of Social Cognition",3,"Neurobiology & Neuroscience","C. Social & Affective Neuroscience",MERGE,"Theory of mind (neuro); singleton"
"CXXI. Neurobiology of Self",3,"Neurobiology & Neuroscience","C. Social & Affective Neuroscience",MERGE,"Self-referential processing; singleton"
"CXXXIX. Neurobiology of Self (Social)",3,"Neurobiology & Neuroscience","C. Social & Affective Neuroscience",MERGE,"Social self; singleton"
"CXIII. Neurobiology of Morality (Empathy)",3,"Neurobiology & Neuroscience","C. Social & Affective Neuroscience",MERGE,"Empathy-based morality; singleton"
"XCV. Neurobiology of Morality",3,"Neurobiology & Neuroscience","C. Social & Affective Neuroscience",MERGE,"Moral brain networks; singleton"
"XXXVII. Biological Basis of Morality",3,"Neurobiology & Neuroscience","C. Social & Affective Neuroscience",MERGE,"Moral grammar; singleton"
"LII. Biological Basis of Empathy",3,"Neurobiology & Neuroscience","C. Social & Affective Neuroscience",MERGE,"Empathy-mirroring systems; singleton"
"LXXV. Neurobiology of Prejudice",3,"Neurobiology & Neuroscience","C. Social & Affective Neuroscience",MERGE,"Amygdala & threat in prejudice; singleton"
"XLI. Neurobiology of Social Pain",3,"Neurobiology & Neuroscience","C. Social & Affective Neuroscience",MERGE,"Social pain; singleton"
"CXXIX. Neurobiology of Social Bonding (Parental)",3,"Neurobiology & Neuroscience","C. Social & Affective Neuroscience",MERGE,"Parental brain networks; singleton"
"CX. Neurobiology of Emotion (Appraisal)",3,"Neurobiology & Neuroscience","C. Social & Affective Neuroscience",MERGE,"Appraisal theory (neuro); singleton"
"IV. Behavioral Genetics",4,"Behavioral & Molecular Genetics","A. Heritability & Epigenetics",FOLD,"Epigenetics, gene-environment correlation (rGE)"
"IV. Behavioral Genetics & Epigenetics",4,"Behavioral & Molecular Genetics","B. Gene-Environment Interplay",FOLD,"GxE interaction; dedup variant of Behavioral Genetics"
"XIV. Genetics",4,"Behavioral & Molecular Genetics","A. Heritability & Epigenetics",MERGE,"Polygenic inheritance; singleton"
"XIV. Genetics & Society",4,"Behavioral & Molecular Genetics","A. Heritability & Epigenetics",MERGE,"Heritability theory; dedup variant of Genetics"
"CXLVII. Biological Basis of Social Behavior (Gene Expression)",4,"Behavioral & Molecular Genetics","B. Gene-Environment Interplay",MERGE,"Gene expression & social behavior; singleton"
"LV. Behavioral Genetics (Specific Traits)",4,"Behavioral & Molecular Genetics","C. Molecular Genetics of Traits",MERGE,"Genetic basis of intelligence; singleton"
"XCVI. Biological Basis of Personality (Molecular Genetics)",4,"Behavioral & Molecular Genetics","C. Molecular Genetics of Traits",MERGE,"Molecular genetics of personality; singleton"
"CXXX. Biological Basis of Aggression (Genetic)",4,"Behavioral & Molecular Genetics","C. Molecular Genetics of Traits",MERGE,"Genetic predisposition to aggression; singleton"
"CXLI. Biological Basis of Language (Genes)",4,"Behavioral & Molecular Genetics","C. Molecular Genetics of Traits",MERGE,"SLI genetics; singleton"
"XII. Behavioral Endocrinology",5,"Behavioral Endocrinology & Stress Biology","A. Hormones & Social Behavior",FOLD,"Hormonal influences, oxytocin bonding"
"CXLV. Behavioral Endocrinology (Stress)",5,"Behavioral Endocrinology & Stress Biology","B. Stress & HPA Axis",MERGE,"Cortisol & stress response; singleton"
"CXI. Biological Basis of Attachment",5,"Behavioral Endocrinology & Stress Biology","A. Hormones & Social Behavior",MERGE,"Social bonding hormones; singleton"
"LXXIV. Biological Basis of Social Bonds",5,"Behavioral Endocrinology & Stress Biology","A. Hormones & Social Behavior",MERGE,"Vasopressin & monogamy; singleton"
"XXII. Biological Basis of Stress",5,"Behavioral Endocrinology & Stress Biology","B. Stress & HPA Axis",FOLD,"GAS, fight-or-flight"
"XLIII. Biological Basis of Stress Response",5,"Behavioral Endocrinology & Stress Biology","B. Stress & HPA Axis",MERGE,"HPA axis theory; singleton"
"LXII. Neurobiology of Stress",5,"Behavioral Endocrinology & Stress Biology","B. Stress & HPA Axis",MERGE,"Amygdala & fear circuitry; singleton"
"XCII. Biological Basis of Stress (Social)",5,"Behavioral Endocrinology & Stress Biology","B. Stress & HPA Axis",MERGE,"Social evaluative threat; singleton"
"CVIII. Biological Basis of Stress (Early Life)",5,"Behavioral Endocrinology & Stress Biology","B. Stress & HPA Axis",MERGE,"Early life stress & brain development; singleton"
"LXXI. Biological Basis of Stress (Chronic)",5,"Behavioral Endocrinology & Stress Biology","C. Allostasis & Resilience",MERGE,"Allostatic load & disease; singleton"
"CXXVII. Biological Basis of Stress Resilience",5,"Behavioral Endocrinology & Stress Biology","C. Allostasis & Resilience",MERGE,"Resilience neurobiology; singleton"
"VIII. Psychoneuroimmunology (PNI)",6,"Psychoneuroimmunology & Microbiome","A. Immune-Behavior Interface",FOLD,"PNI, allostasis & allostatic load"
"LXVII. Psychoneuroimmunology (Social Connections)",6,"Psychoneuroimmunology & Microbiome","A. Immune-Behavior Interface",MERGE,"Social support & immunity; singleton"
"XXXVI. Behavioral Immunology",6,"Psychoneuroimmunology & Microbiome","A. Immune-Behavior Interface",MERGE,"Immune system & behavior; singleton"
"CXII. Evolutionary Psychology (Health)",6,"Psychoneuroimmunology & Microbiome","A. Immune-Behavior Interface",MERGE,"Sickness behavior as adaptation; singleton"
"XVI. Human Microbiome Research",6,"Psychoneuroimmunology & Microbiome","B. Gut-Brain-Microbiome Axis",MERGE,"Gut-brain axis; singleton"
"LVI. Human Microbiome & Mental Health",6,"Psychoneuroimmunology & Microbiome","B. Gut-Brain-Microbiome Axis",MERGE,"Psychobiotic theory; singleton"
"CXVIII. Human Microbiome & Mental Disorders",6,"Psychoneuroimmunology & Microbiome","B. Gut-Brain-Microbiome Axis",MERGE,"Gut dysbiosis & mental health; singleton"
"XXXVIII. Human Microbiome & Society",6,"Psychoneuroimmunology & Microbiome","B. Gut-Brain-Microbiome Axis",MERGE,"Microbiome-gut-brain (societal); singleton"
"LXXVIII. Human Gut Microbiome (Social Behavior)",6,"Psychoneuroimmunology & Microbiome","B. Gut-Brain-Microbiome Axis",MERGE,"Microbiota-gut-brain-social axis; singleton"
"CIX. Human Microbiome (Immunity)",6,"Psychoneuroimmunology & Microbiome","C. Microbiome Development & Health",MERGE,"Microbiome & immune development; singleton"
"XCVII. Human Microbiome & Development",6,"Psychoneuroimmunology & Microbiome","C. Microbiome Development & Health",MERGE,"Early life microbiome; singleton"
"CXXXVIII. Human Microbiome (Early Development)",6,"Psychoneuroimmunology & Microbiome","C. Microbiome Development & Health",MERGE,"Maternal microbiome & offspring health; singleton"
"XI. Chronobiology",7,"Chronobiology & Sensory Biology","A. Circadian Rhythms & Sleep",FOLD,"Sleep-wake regulation"
"XI. Chronobiology & Circadian Rhythms",7,"Chronobiology & Sensory Biology","A. Circadian Rhythms & Sleep",FOLD,"Circadian rhythm theory; dedup variant of Chronobiology"
"LIV. Chrono-Psychology",7,"Chronobiology & Sensory Biology","A. Circadian Rhythms & Sleep",MERGE,"Circadian rhythm & mood disorders; singleton"
"CXXXI. Human Chronobiology (Health)",7,"Chronobiology & Sensory Biology","A. Circadian Rhythms & Sleep",MERGE,"Chronotype & health; singleton"
"LXXIII. Human Chronobiology (Social Impact)",7,"Chronobiology & Sensory Biology","A. Circadian Rhythms & Sleep",MERGE,"Social jetlag; singleton"
"XIX. Biological Rhythms & Society",7,"Chronobiology & Sensory Biology","A. Circadian Rhythms & Sleep",MERGE,"Sleep deprivation; singleton"
"LXI. Biological Basis of Sleep",7,"Chronobiology & Sensory Biology","A. Circadian Rhythms & Sleep",MERGE,"Sleep homeostasis; singleton"
"LXXXVI. Neurobiology of Sleep (Dreams)",7,"Chronobiology & Sensory Biology","A. Circadian Rhythms & Sleep",MERGE,"Activation-synthesis hypothesis; singleton"
"XIII. Sensory Biology",7,"Chronobiology & Sensory Biology","B. Sensory & Perceptual Biology",FOLD,"Pain gate theory"
"XIII. Sensory Biology & Perception",7,"Chronobiology & Sensory Biology","B. Sensory & Perceptual Biology",FOLD,"Sensory processing; dedup variant of Sensory Biology"
"LXXXI. Neurobiology of Pain",7,"Chronobiology & Sensory Biology","B. Sensory & Perceptual Biology",MERGE,"Neuromatrix theory of pain; singleton"
"LIII. Human Olfactory Perception",7,"Chronobiology & Sensory Biology","C. Olfaction & Chemical Communication",MERGE,"Olfactory acuity; singleton"
"XXXIX. Olfactory Neurobiology",7,"Chronobiology & Sensory Biology","C. Olfaction & Chemical Communication",MERGE,"Olfactory memory; singleton"
"XX. Sensory Ecology (Human Perception)",7,"Chronobiology & Sensory Biology","C. Olfaction & Chemical Communication",MERGE,"Olfactory communication; singleton"
"XXVIII. Human Pheromone Research",7,"Chronobiology & Sensory Biology","C. Olfaction & Chemical Communication",MERGE,"Human pheromone hypothesis; singleton"
"LX. Human Pheromone Research (Social)",7,"Chronobiology & Sensory Biology","C. Olfaction & Chemical Communication",MERGE,"Pheromones & social signaling; singleton"
"CXIX. Biological Basis of Personality (Big Five)",8,"Biological Basis of Mind & Behavior","A. Personality & Temperament",MERGE,"Biological Big Five; singleton"
"XLVI. Biological Basis of Personality",8,"Biological Basis of Mind & Behavior","A. Personality & Temperament",MERGE,"Temperament theory; singleton"
"LXVI. Biological Basis of Personality Disorders",8,"Biological Basis of Mind & Behavior","A. Personality & Temperament",MERGE,"Neurodevelopmental models of PD; singleton"
"XXXII. Biological Basis of Consciousness",8,"Biological Basis of Mind & Behavior","B. Consciousness, Self & Decision",MERGE,"Global workspace theory; singleton"
"LVIII. Biological Basis of Decision Making",8,"Biological Basis of Mind & Behavior","B. Consciousness, Self & Decision",MERGE,"Somatic marker hypothesis; singleton"
"CXXXVII. Biological Basis of Decision Making (Uncertainty)",8,"Biological Basis of Mind & Behavior","B. Consciousness, Self & Decision",MERGE,"Neural basis of uncertainty; singleton"
"LXX. Neurobiology of Decision Making (Social)",8,"Biological Basis of Mind & Behavior","B. Consciousness, Self & Decision",MERGE,"Neurobiology of social decision making; singleton"
"XXXI. Biological Basis of Gender Identity",8,"Biological Basis of Mind & Behavior","B. Consciousness, Self & Decision",MERGE,"Brain sex theory; singleton"
"XXX. Biological Basis of Mental Illness",8,"Biological Basis of Mind & Behavior","C. Mental Health & Psychopathology",MERGE,"Neurotransmitter imbalance; singleton"
"LXXXIII. Evolutionary Approaches to Mental Health",8,"Biological Basis of Mind & Behavior","C. Mental Health & Psychopathology",MERGE,"Evolutionary psychiatry; singleton"
"XC. Neurobiology of Reward & Addiction",9,"Neuro-Evolutionary Affect","A. Reward, Addiction & Motivation",MERGE,"Incentive salience; singleton"
"XXIX. Biological Basis of Addiction",9,"Neuro-Evolutionary Affect","A. Reward, Addiction & Motivation",MERGE,"Reward deficiency syndrome; singleton"
"CXXIV. Biological Basis of Addiction (Learning)",9,"Neuro-Evolutionary Affect","A. Reward, Addiction & Motivation",MERGE,"Reinforcement learning (addiction); singleton"
"XCIX. Neurobiology of Decision Making (Addiction)",9,"Neuro-Evolutionary Affect","A. Reward, Addiction & Motivation",MERGE,"Dual-system model of addiction; singleton"
"CXXXIII. Neurobiology of Reward (Social)",9,"Neuro-Evolutionary Affect","A. Reward, Addiction & Motivation",MERGE,"Social reward system; singleton"
"XCIII. Neurobiology of Fear Extinction",9,"Neuro-Evolutionary Affect","B. Emotion, Fear & Pain",MERGE,"Fear extinction learning; singleton"
"CXXXV. Biological Basis of Emotion Regulation",9,"Neuro-Evolutionary Affect","B. Emotion, Fear & Pain",MERGE,"Prefrontal cortex & emotion regulation; singleton"
"XXV. Biological Basis of Aggression",9,"Neuro-Evolutionary Affect","C. Aggression & Risk",MERGE,"Testosterone & aggression; singleton"
"XLVIII. Biological Basis of Aggression (Advanced)",9,"Neuro-Evolutionary Affect","C. Aggression & Risk",MERGE,"Serotonin-aggression hypothesis; singleton"
"LXXVII. Biological Basis of Risk-Taking",9,"Neuro-Evolutionary Affect","C. Aggression & Risk",MERGE,"Sensation seeking; singleton"
"V. Ethology",10,"Ethology & Human-Animal Studies","A. Human Ethology & Nonverbal Signals",FOLD,"Innate releasing mechanisms, nonverbal communication"
"V. Ethology & Animal Behavior (Human Application)",10,"Ethology & Human-Animal Studies","A. Human Ethology & Nonverbal Signals",FOLD,"Human ethology; dedup variant of Ethology"
"CXLII. Human Ethology (Play)",10,"Ethology & Human-Animal Studies","A. Human Ethology & Nonverbal Signals",MERGE,"Play behavior; singleton"
"CXXVI. Human Ethology (Social Signals)",10,"Ethology & Human-Animal Studies","A. Human Ethology & Nonverbal Signals",MERGE,"Gaze following; singleton"
"LXXXIX. Biological Basis of Social Hierarchies",10,"Ethology & Human-Animal Studies","A. Human Ethology & Nonverbal Signals",MERGE,"Dominance hierarchies; singleton"
"X. Biological Anthropology",10,"Ethology & Human-Animal Studies","B. Primate & Comparative Behavior",FOLD,"Primate social behavior, theory of mind in primates"
"XXI. Human-Animal Interaction Science",10,"Ethology & Human-Animal Studies","C. Human-Animal Bond & Biosemiotics",MERGE,"Human-animal bond; singleton"
"XL. Biosemiotics",10,"Ethology & Human-Animal Studies","C. Human-Animal Bond & Biosemiotics",MERGE,"Biosemiotics (human interpretation); singleton"
"IX. Human Ecology",11,"Human Ecology & Evolutionary Medicine","A. Cultural & Disease Ecology",FOLD,"Sociobiology"
"IX. Human Ecology & Sociobiology",11,"Human Ecology & Evolutionary Medicine","A. Cultural & Disease Ecology",FOLD,"Human ecological theory; dedup variant of Human Ecology"
"CIII. Human Ecology (Cultural Adaptation)",11,"Human Ecology & Evolutionary Medicine","A. Cultural & Disease Ecology",MERGE,"Cultural ecology; singleton"
"LXXXVIII. Human Ecology (Disease Ecology)",11,"Human Ecology & Evolutionary Medicine","A. Cultural & Disease Ecology",MERGE,"Disease ecology; singleton"
"XLVII. Human Ecology (Disease)",11,"Human Ecology & Evolutionary Medicine","A. Cultural & Disease Ecology",MERGE,"Zoonotic disease theory; singleton"
"CL. Human Ecological Theory (Health & Disease)",11,"Human Ecology & Evolutionary Medicine","A. Cultural & Disease Ecology",MERGE,"Co-evolution of humans & pathogens; singleton"
"CXXXIV. Human Ecological Theory (Health)",11,"Human Ecology & Evolutionary Medicine","A. Cultural & Disease Ecology",MERGE,"Epidemiological transition; singleton"
"XXXIV. Evolutionary Medicine",11,"Human Ecology & Evolutionary Medicine","B. Evolutionary Medicine & Pathogen Coevolution",MERGE,"Mismatch theory; singleton"
"CXXXII. Evolutionary Medicine (Pathogen Evolution)",11,"Human Ecology & Evolutionary Medicine","B. Evolutionary Medicine & Pathogen Coevolution",MERGE,"Pathogen evolution & human health; singleton"
"XVII. Environmental Health Sciences",11,"Human Ecology & Evolutionary Medicine","C. Environmental Health & Nutrition",MERGE,"Environmental toxins & neurodevelopment; singleton"
"XVIII. Nutritional Science (Human Impact)",11,"Human Ecology & Evolutionary Medicine","C. Environmental Health & Nutrition",MERGE,"Nutritional neuroscience; singleton"
"XXXIII. Biological Basis of Language",12,"Biological Bases of Language, Cognition & Aesthetics","A. Language & Communication Biology",MERGE,"FOXP2 gene theory; singleton"
"LI. Neurobiology of Language",12,"Biological Bases of Language, Cognition & Aesthetics","A. Language & Communication Biology",MERGE,"Broca's/Wernicke's area; singleton"
"CV. Neurobiology of Language (Development)",12,"Biological Bases of Language, Cognition & Aesthetics","A. Language & Communication Biology",MERGE,"Language lateralization; singleton"
"CXXV. Neurobiology of Language (Acquisition)",12,"Biological Bases of Language, Cognition & Aesthetics","A. Language & Communication Biology",MERGE,"Critical period hypothesis; singleton"
"VI. Cognitive Science",12,"Biological Bases of Language, Cognition & Aesthetics","B. Embodied & Biological Cognition",FOLD,"Universal grammar (biological)"
"VI. Cognitive Science (Biological Basis)",12,"Biological Bases of Language, Cognition & Aesthetics","B. Embodied & Biological Cognition",FOLD,"Embodied cognition; dedup variant of Cognitive Science"
"XXIII. Evolutionary Aesthetics",12,"Biological Bases of Language, Cognition & Aesthetics","C. Evolutionary Aesthetics & Art",MERGE,"Evolutionary aesthetics (human); singleton"
"CVII. Evolutionary Aesthetics (Sexual Selection)",12,"Biological Bases of Language, Cognition & Aesthetics","C. Evolutionary Aesthetics & Art",MERGE,"Handicap principle (aesthetics); singleton"
"CXLIX. Evolutionary Psychology (Aesthetics)",12,"Biological Bases of Language, Cognition & Aesthetics","C. Evolutionary Aesthetics & Art",MERGE,"Evolutionary theory of art; singleton"
"VII. Behavioral Economics",13,"Neuroeconomics & Neurophilosophy","A. Neuroeconomics & Behavioral Decision",FOLD,"Ultimatum game, social preference (neuroeconomics)"
"VII. Behavioral Economics & Neuroeconomics",13,"Neuroeconomics & Neurophilosophy","A. Neuroeconomics & Behavioral Decision",FOLD,"Prospect theory; dedup variant of Behavioral Economics"
"XLV. Behavioral Economics (Neurobiological)",13,"Neuroeconomics & Neurophilosophy","A. Neuroeconomics & Behavioral Decision",MERGE,"Neurobiology of self-control; singleton"
"LXXVI. Evolutionary Economics",13,"Neuroeconomics & Neurophilosophy","A. Neuroeconomics & Behavioral Decision",MERGE,"Behavioral ecology of consumption; singleton"
"XXXV. Neurophilosophy",13,"Neuroeconomics & Neurophilosophy","B. Neurophilosophy & Mind-Brain",MERGE,"Identity theory (mind-brain); singleton"
"LVII. Neuroanthropology",13,"Neuroeconomics & Neurophilosophy","C. Neuroanthropology",MERGE,"Neuroanthropology; singleton"
