OldTrueMajor,NewMajorNo,NewMajorName,NewSub,Action,Note
"VIII. Cognitive Science & Neuroscience (Psychology)",3,Cognitive Science & Neuroscience,A. Cognitive Science,FOLD,"Dual Process Theory (Cognition)"
"XL. Social Cognition (Recent Developments)",3,Cognitive Science & Neuroscience,A. Cognitive Science,FOLD,"Embodied Simulation"
"XLIX. Neuropsychology",3,Cognitive Science & Neuroscience,B. Neuroscience,FOLD,"Dual-Coding Theory (Memory)"
"XXIII. Cognitive Neuroscience",3,Cognitive Science & Neuroscience,B. Neuroscience,FOLD,"Emotion Regulation Strategies"
"XXIII. Cognitive Neuroscience (Applied)",3,Cognitive Science & Neuroscience,B. Neuroscience,FOLD,"Reward Prediction Error"
"III. Developmental Psychology Theories",4,Developmental,A. Cognitive & Moral Development,FOLD,"Piaget/Vygotsky/Erikson/Kohlberg 백본"
"XV. Developmental Psychology",4,Developmental,B. Lifespan Development,FOLD,"Identity Status/Socioemotional Selectivity"
"XV. Developmental Psychology (Advanced)",4,Developmental,A. Cognitive & Moral Development,FOLD,"Theory of Mind (Development)"
"XXV. Developmental Psychology",4,Developmental,C. Attachment & Parenting,FOLD,"Attachment Parenting Theory"
"XXV. Developmental Psychology (Specific Focus)",4,Developmental,C. Attachment & Parenting,FOLD,"Authoritative Parenting Theory"
"XXXI. Developmental Psychology",4,Developmental,A. Cognitive & Moral Development,FOLD,"False-Belief Task (Theory of Mind)"
"XXXI. Developmental Psychology (Special Topics)",4,Developmental,A. Cognitive & Moral Development,FOLD,"Empathy Development Theory"
"XLIII. Developmental Psychology (Lifespan)",4,Developmental,B. Lifespan Development,FOLD,"Midlife Crisis Theory"
"LVI. Developmental Psychology (Contextual)",4,Developmental,B. Lifespan Development,FOLD,"Microsystem (Bronfenbrenner)"
"LXV. Developmental Psychology (Social Cognition)",4,Developmental,A. Cognitive & Moral Development,FOLD,"Social Perspective-Taking"
"LXXVIII. Developmental Psychology (Moral Reasoning)",4,Developmental,A. Cognitive & Moral Development,FOLD,"Prosocial Moral Reasoning"
"LXXXIX. Developmental Psychology (Play)",4,Developmental,B. Lifespan Development,FOLD,"Play Theory"
"XCIV. Developmental Psychology (Gender)",4,Developmental,B. Lifespan Development,FOLD,"Social Learning Theory of Gender Development"
"CVII. Developmental Psychopathology",4,Developmental,B. Lifespan Development,FOLD,"Developmental Psychopathology"
"CXX. Developmental Psychology (Social Influence)",4,Developmental,B. Lifespan Development,FOLD,"Peer Influence Theory"
"CXXIV. Developmental Psychology (Resilience)",4,Developmental,B. Lifespan Development,FOLD,"Protective Factors (Developmental)"
"CXXIX. Developmental Psychology (Emotional Regulation)",4,Developmental,B. Lifespan Development,FOLD,"Emotional Competence Theory"
"LXXI. Personality Development (Lifespan)",4,Developmental,B. Lifespan Development,FOLD,"Generativity vs. Stagnation - 발달 생애주기로 접기"
"V. Personality Theories",5,Personality,A. Trait Theories,FOLD,"Big Five/Trait/Ego Psychology/Object Relations 백본"
"XX. Personality Psychology",5,Personality,A. Trait Theories,FOLD,"HEXACO Model"
"XXXII. Personality Psychology",5,Personality,C. Self & Self-Concept,FOLD,"Reinforcement Sensitivity Theory (RST)"
"XLI. Personality & Social Psychology (Integration)",5,Personality,B. Dynamic & Process Models,FOLD,"Interactionism (Personality)"
"LIV. Personality (Dynamic Approaches)",5,Personality,B. Dynamic & Process Models,FOLD,"Narrative Identity Theory"
"LXIII. Personality (Situational Influences)",5,Personality,B. Dynamic & Process Models,FOLD,"Person-Situation Debate"
"CVI. Personality (Self-Regulation)",5,Personality,C. Self & Self-Concept,FOLD,"Self-Control Theory"
"CXI. Personality (Motivation)",5,Personality,C. Self & Self-Concept,FOLD,"Self-Transcendent Experiences"
"CXVI. Personality (Neurobiology)",5,Personality,B. Dynamic & Process Models,FOLD,"Behavioral Inhibition System (BIS)"
"CXVII. Personality (Neurobiology)",5,Personality,B. Dynamic & Process Models,FOLD,"Behavioral Activation System (BAS)"
"CXXIII. Personality (Self-Concept)",5,Personality,C. Self & Self-Concept,FOLD,"Self-Verification Theory"
"CXXVIII. Personality (Cognitive Affective)",5,Personality,B. Dynamic & Process Models,FOLD,"Cognitive-Affective Personality System (CAPS)"
"LXXIX. Personality (Self-Concept)",5,Personality,C. Self & Self-Concept,FOLD,"Self-Discrepancy Theory"
"XCIII. Personality (Humanistic)",5,Personality,C. Self & Self-Concept,FOLD,"Ideal Self vs. Real Self"
"XCVIII. Personality (Cultural Influences)",5,Personality,A. Trait Theories,FOLD,"Cultural-Personality Approach"
"LXXXVII. Personality (Evolutionary Approaches)",5,Personality,A. Trait Theories,FOLD,"Individual Differences (Evolutionary)"
"XXXII. Personality Psychology (Advanced Models)",5,Personality,B. Dynamic & Process Models,DEDUP,"Self Psychology - 정신역동(Self)과 중복, 성격 백본으로 보조 분류 회피; Major1로 통합"
"IV. Social Psychology Theories",6,Social Psychology,A. Identity & Intergroup,FOLD,"Social Identity/Comparison/Conformity/Obedience 백본"
"XIII. Social Psychology",6,Social Psychology,B. Attitudes & Persuasion,FOLD,"Reactance/ELM/Cognitive Consistency/Self-Verification"
"XIII. Social Psychology (Advanced)",6,Social Psychology,A. Identity & Intergroup,FOLD,"Social Impact Theory"
"XXII. Social Psychology",6,Social Psychology,B. Attitudes & Persuasion,FOLD,"TRA/Reciprocity/Scarcity/Social Loafing"
"XXII. Social Psychology (Beyond Basic)",6,Social Psychology,A. Identity & Intergroup,FOLD,"Social Norms Theory"
"CX. Social Psychology (Attitudes & Behavior)",6,Social Psychology,B. Attitudes & Persuasion,FOLD,"Theory of Planned Behavior (TPB)"
"CXV. Social Psychology (Compliance)",6,Social Psychology,B. Attitudes & Persuasion,FOLD,"Door-in-the-Face Technique"
"CXXII. Social Psychology (Prejudice)",6,Social Psychology,A. Identity & Intergroup,FOLD,"Contact Hypothesis"
"CXXVII. Social Psychology (Attribution)",6,Social Psychology,C. Social Cognition & Influence,FOLD,"Self-Perception Theory"
"XCII. Social Psychology (Aggression)",6,Social Psychology,A. Identity & Intergroup,FOLD,"Frustration-Aggression Hypothesis"
"XCVII. Social Psychology (Helping Behavior)",6,Social Psychology,A. Identity & Intergroup,FOLD,"Reciprocity Norm (Helping)"
"CIII. Social Identity (Beyond Basic)",6,Social Psychology,A. Identity & Intergroup,FOLD,"Optimal Distinctiveness Theory"
"LV. Social Cognition (Advanced Processes)",6,Social Psychology,C. Social Cognition & Influence,FOLD,"Implicit Association Test (IAT)"
"LXXX. Social Cognition (Attribution Biases)",6,Social Psychology,C. Social Cognition & Influence,FOLD,"Actor-Observer Bias"
"LXXXVIII. Social Cognition (Stereotypes)",6,Social Psychology,C. Social Cognition & Influence,FOLD,"Stereotype Threat Theory"
"XL. Social Cognition",6,Social Psychology,C. Social Cognition & Influence,FOLD,"Implicit Bias Theory"
"LXII. Social Influence (Advanced Mechanisms)",6,Social Psychology,C. Social Cognition & Influence,FOLD,"Minority Influence Theory"
"LXXIV. Social Influence (Advanced)",6,Social Psychology,B. Attitudes & Persuasion,FOLD,"Social Proof Principle"
"LXXXIII. Social Influence (Compliance)",6,Social Psychology,B. Attitudes & Persuasion,FOLD,"Foot-in-the-Door Technique"
"XXXIII. Social Influence",6,Social Psychology,B. Attitudes & Persuasion,FOLD,"Descriptive Norms (perceptions of how most people behave)"
"XXXIII. Social Influence & Persuasion (Advanced)",6,Social Psychology,B. Attitudes & Persuasion,FOLD,"Injunctive Norms"
"XXIX. Group Dynamics",6,Social Psychology,D. Group Dynamics,FOLD,"Social Facilitation Theory"
"XXIX. Group Dynamics (Advanced)",6,Social Psychology,D. Group Dynamics,FOLD,"Transformational Leadership Theory"
"LXXV. Group Dynamics (Leadership Styles)",6,Social Psychology,D. Group Dynamics,FOLD,"Contingency Theory of Leadership"
"LXXXIV. Group Dynamics (Decision Making)",6,Social Psychology,D. Group Dynamics,FOLD,"Group Polarization"
"VI. Abnormal Psychology",7,Clinical & Psychopathology,A. Models of Psychopathology,FOLD,"Biopsychosocial/CBT/DBT/Psychodynamic Therapy 백본"
"VI. Abnormal Psychology & Clinical Theories",7,Clinical & Psychopathology,A. Models of Psychopathology,FOLD,"Diathesis-Stress Model"
"XLIV. Abnormal Psychology (Etiology)",7,Clinical & Psychopathology,A. Models of Psychopathology,FOLD,"Expressed Emotion (EE)"
"LXVII. Psychopathology (Specific Models)",7,Clinical & Psychopathology,A. Models of Psychopathology,FOLD,"Biosocial Theory of BPD"
"CXII. Clinical Psychology (Trauma)",7,Clinical & Psychopathology,C. Trauma & Resilience,FOLD,"Complex Trauma Theory"
"LVII. Clinical Psychology (Intervention Mechanisms)",7,Clinical & Psychopathology,B. Psychotherapy,FOLD,"Therapeutic Alliance Theory"
"XXXVIII. Trauma & Resilience (Further Concepts)",7,Clinical & Psychopathology,C. Trauma & Resilience,FOLD,"Post-Traumatic Growth (PTG)"
"C. Psychotherapy (Short-Term)",7,Clinical & Psychopathology,B. Psychotherapy,FOLD,"Solution-Building"
"L. Psychotherapy (Integrative Approaches)",7,Clinical & Psychopathology,B. Psychotherapy,FOLD,"Common Factors Theory"
"XII. Counseling",8,Counseling & Psychotherapy,A. Cognitive & Behavioral Therapies,DEDUP,"중복 라벨 - Major1/Major8 분기; Counseling 본진(REBT/Schema/Gestalt)은 Major8로 우선 배치"
"XXVII. Counseling Psychology",8,Counseling & Psychotherapy,C. Multicultural & Feminist,FOLD,"Feminist/Multicultural/Trauma-Informed"
"XXVII. Counseling Psychology (Broader Approaches)",8,Counseling & Psychotherapy,B. Humanistic & Existential,FOLD,"Logotherapy"
"XC. Counseling Psychology (Integrative)",8,Counseling & Psychotherapy,A. Cognitive & Behavioral Therapies,FOLD,"Integrative Psychotherapy"
"CXXVI. Counseling Psychology (Solution-Focused)",8,Counseling & Psychotherapy,A. Cognitive & Behavioral Therapies,FOLD,"Miracle Question (Therapy)"
"LVIII. Humanistic Psychology (Further Development)",8,Counseling & Psychotherapy,B. Humanistic & Existential,FOLD,"Peak Experiences"
"VII. Positive Psychology Theories",9,Positive Psychology,A. Well-being Models,FOLD,"PERMA/Flow/Character Strengths 백본"
"XXIV. Positive Psychology",9,Positive Psychology,A. Well-being Models,FOLD,"Eudaimonic Well-being"
"XXIV. Positive Psychology (Specific Applications)",9,Positive Psychology,A. Well-being Models,FOLD,"Search for Meaning Theory"
"XXXV. Positive Psychology",9,Positive Psychology,B. Strengths & Virtues,FOLD,"Dispositional Optimism"
"XXXV. Positive Psychology (Further Concepts)",9,Positive Psychology,B. Strengths & Virtues,FOLD,"Grit Theory"
"XLV. Positive Psychology (Applications)",9,Positive Psychology,B. Strengths & Virtues,FOLD,"Gratitude Theory"
"LII. Positive Psychology (Future-Oriented)",9,Positive Psychology,A. Well-being Models,FOLD,"Hope Theory"
"LXIV. Positive Psychology (Interventions)",9,Positive Psychology,C. Resilience & Interventions,FOLD,"Strengths-Based Interventions"
"LXXII. Positive Psychology (Applications to Life)",9,Positive Psychology,C. Resilience & Interventions,FOLD,"Resilience Theory"
"LXXXI. Positive Psychology (Strengths)",9,Positive Psychology,B. Strengths & Virtues,FOLD,"Self-Compassion Theory"
"XCV. Positive Psychology (Interpersonal)",9,Positive Psychology,C. Resilience & Interventions,FOLD,"Active Constructive Responding"
"CXIII. Positive Psychology (Well-being)",9,Positive Psychology,A. Well-being Models,FOLD,"Hedonic Well-being"
"XIV. Health Psychology",10,Health Psychology,A. Stress & Coping,FOLD,"GAS/Self-Regulation Theory"
"XIV. Health Psychology (Advanced)",10,Health Psychology,A. Stress & Coping,FOLD,"Transactional Model of Stress and Coping"
"XXI. Health",10,Health Psychology,C. Addiction & Health Behavior,FOLD,"Self-Medication/Polyvagal/Somatic Experiencing"
"XXI. Health & Clinical Psychology (Advanced)",10,Health Psychology,C. Addiction & Health Behavior,FOLD,"Addiction as a Disease Model"
"XLII. Health Psychology (Behavioral Change)",10,Health Psychology,B. Health Behavior Models,FOLD,"Transtheoretical Model (Stages of Change)"
"LX. Health Psychology (Psychological Factors)",10,Health Psychology,B. Health Behavior Models,FOLD,"Theory of Reasoned Action (Health)"
"LXVIII. Health Psychology (Stress Pathways)",10,Health Psychology,A. Stress & Coping,FOLD,"Allostasis and Allostatic Load"
"LXXVII. Health Psychology (Illness Behavior)",10,Health Psychology,B. Health Behavior Models,FOLD,"Common Sense Model of Illness Self-Regulation"
"LXXXV. Health Psychology (Stress and Disease)",10,Health Psychology,A. Stress & Coping,FOLD,"Psychoneuroimmunology (PNI)"
"XCVI. Health Psychology (Chronic Pain)",10,Health Psychology,B. Health Behavior Models,FOLD,"Biopsychosocial Model of Pain"
"CV. Health Psychology (Stress & Illness)",10,Health Psychology,A. Stress & Coping,FOLD,"Stress-Buffering Hypothesis"
"CXIX. Health Psychology (Chronic Illness)",10,Health Psychology,B. Health Behavior Models,FOLD,"Self-Management Theory (Chronic Illness)"
"CXXV. Health Psychology (Behavioral Change Models)",10,Health Psychology,B. Health Behavior Models,FOLD,"Health Action Process Approach (HAPA)"
"LI. Stress & Coping (Specific Models)",10,Health Psychology,A. Stress & Coping,FOLD,"Buffering Hypothesis (Social Support)"
"XXXIV. Stress",10,Health Psychology,A. Stress & Coping,FOLD,"Emotion-Focused Coping"
"XXXIV. Stress & Coping (Clinical Applications)",10,Health Psychology,A. Stress & Coping,FOLD,"Problem-Focused Coping"
"XXXVII. Addiction (Beyond Basic Models)",10,Health Psychology,C. Addiction & Health Behavior,FOLD,"Dual Process Theory of Addiction"
"X. Critical",11,"Critical, Cultural & Environmental",A. Critical & Health Belief,FOLD,"Mad Studies/Health Belief Model/TPB/Environmental"
"X. Critical & Applied Psychological Theories",11,"Critical, Cultural & Environmental",A. Critical & Health Belief,FOLD,"Critical Psychology"
"XVI. Cross-Cultural",11,"Critical, Cultural & Environmental",B. Cross-Cultural,FOLD,"Independent vs. Interdependent Self-Construal"
"XVI. Cross-Cultural & Cultural Psychology",11,"Critical, Cultural & Environmental",B. Cross-Cultural,FOLD,"Cultural Dimensions Theory (Hofstede)"
"XXVI. Cross-Cultural Psychology",11,"Critical, Cultural & Environmental",B. Cross-Cultural,FOLD,"Cultural Syndromes"
"XXVI. Cross-Cultural Psychology (Advanced)",11,"Critical, Cultural & Environmental",B. Cross-Cultural,FOLD,"Relational Self-Construal"
"XVIII. Environmental Psychology",11,"Critical, Cultural & Environmental",C. Environmental,FOLD,"Stress Reduction Theory (SRT)"
"XVIII. Environmental Psychology (Advanced)",11,"Critical, Cultural & Environmental",C. Environmental,FOLD,"Restoration Theory (Environmental)"
"XLVII. Environmental Psychology (Applications)",11,"Critical, Cultural & Environmental",C. Environmental,FOLD,"Attention Restoration Theory (ART)"
"XIX. Evolutionary Psychology",12,Evolutionary Psychology,A. Mating & Selection,FOLD,"Sexual Strategies Theory"
"XIX. Evolutionary Psychology (Advanced)",12,Evolutionary Psychology,A. Mating & Selection,FOLD,"Parental Investment Theory"
"XLVIII. Evolutionary Psychology (Social Behavior)",12,Evolutionary Psychology,B. Cooperation & Altruism,FOLD,"Reciprocal Altruism"
"CVIII. Evolutionary Psychology (Social Exchange)",12,Evolutionary Psychology,B. Cooperation & Altruism,FOLD,"Cheater Detection Module"
"XI. Emerging",13,Emerging & Contemporary,A. Digital & Cyberpsychology,FOLD,"Cultural Psych/Social Neuroscience/Evolutionary/Cyberpsychology"
"XI. Emerging & Specialized Psychological Theories",13,Emerging & Contemporary,B. Applied & Specialized,FOLD,"Positive Youth Development"
"IX. Relationship",14,Relationship & Interpersonal,A. Love & Attachment,FOLD,"Social Support/Gottman/Conflict Styles/Triangular Love"
"IX. Relationship & Interpersonal Theories (Advanced)",14,Relationship & Interpersonal,C. Communication & Maintenance,FOLD,"Self-Disclosure Theory"
"XXX. Relationship Psychology",14,Relationship & Interpersonal,C. Communication & Maintenance,FOLD,"Repair Attempts/Investment Model/Relational Dialectics"
"XXX. Relationship Psychology (Specific Theories)",14,Relationship & Interpersonal,C. Communication & Maintenance,FOLD,"Demand/Withdraw Pattern"
"CIV. Relationship Theory (Conflict)",14,Relationship & Interpersonal,C. Communication & Maintenance,FOLD,"Four Horsemen of the Apocalypse"
"CXXX. Relationships (Conflict)",14,Relationship & Interpersonal,C. Communication & Maintenance,FOLD,"Negative Reciprocity"
"LIX. Relationships (Advanced Dynamics)",14,Relationship & Interpersonal,B. Interdependence & Commitment,FOLD,"Outcome Interdependence"
"LXIX. Relationship Psychology (Maintenance)",14,Relationship & Interpersonal,B. Interdependence & Commitment,FOLD,"Comparison Level"
"LXX. Relationship Psychology (Attraction)",14,Relationship & Interpersonal,A. Love & Attachment,FOLD,"Proximity Effect (Attraction)"
"CI. Attachment Theory (Beyond Childhood)",14,Relationship & Interpersonal,A. Love & Attachment,FOLD,"Disorganized Attachment (Adult)"
"LXXVI. Relationships (Attachment in Adulthood)",14,Relationship & Interpersonal,A. Love & Attachment,FOLD,"Adult Attachment Theory"
"LXXXVI. Relationships (Attachment in Therapy)",14,Relationship & Interpersonal,A. Love & Attachment,FOLD,"Emotionally Focused Therapy (EFT)"
"XXXIX. Interpersonal Relationships",14,Relationship & Interpersonal,B. Interdependence & Commitment,FOLD,"Social Support Theory (Relationships)"
"XXXIX. Interpersonal Relationships (Advanced Models)",14,Relationship & Interpersonal,B. Interdependence & Commitment,FOLD,"Self-Expansion Theory"
"LXVI. Emotion Psychology (Basic Processes)",15,Emotion & Motivation,A. Emotion Theory,FOLD,"Component Process Model of Emotion"
"XXXVI. Emotion Regulation",15,Emotion & Motivation,B. Emotion Regulation,FOLD,"Expressive Suppression (inhibiting behavioral expression)"
"XXXVI. Emotion Regulation (Advanced)",15,Emotion & Motivation,B. Emotion Regulation,FOLD,"Cognitive Reappraisal"
